ra,dec,mu_0,m_tot,r_e,n,ell,g-i,g-r,A_g,A_r,A_i
34.0179814693,-4.65370552586,25.081268816,21.0305939277,3.695412,0.438082,0.373346,0.656099272879,0.243799321337,0.0557327420265,0.0394938793637,0.0281852871059
31.7519686762,-4.64486648332,26.1621288866,22.1047738924,3.44526,0.350414,0.339054,0.507792286085,0.367099197889,0.0630334235109,0.0446673595,0.0318774040954
30.399680476,-4.80405430232,16.9931796132,20.8161070597,4.8494376,5.0,0.212554,0.885492676145,0.478238223743,0.0719830406949,0.0510093245382,0.0364034245395
31.1414367889,-4.49975982896,26.0117869866,21.1734944926,6.5920008,0.383845,0.616571,0.427520035863,0.33805247096,0.0609247923696,0.0431731207296,0.0308110224325
31.4793373055,-4.87008880999,25.109377085,20.7618723771,3.9908232,0.642999,0.0865804,0.790677521736,0.512349750177,0.0594018056336,0.042093887011,0.0300408141698
28.9412726505,-4.19208059039,25.5357483022,21.1141154844,6.4594656,1.02933,0.339683,1.25121004446,1.11471332267,0.0646803625275,0.0458344294929,0.032710297783
29.0340465291,-4.08354952802,25.0136225627,19.159619483,6.4944936,0.01,0.171427,0.107504116862,0.357965653022,0.0651158961692,0.046143061591,0.0329305568316
38.6425655723,-5.9948272782,22.7433069437,21.3472414527,7.999404,2.68704,0.531732,0.908528945825,0.585061443828,0.0739339245832,0.0523917789113,0.0373900299083
38.1091269315,-6.61188419866,22.7260688709,20.9503571066,5.397756,2.34168,0.219213,0.730859226646,0.393058538228,0.0710649233181,0.0503587192458,0.0359391121636
38.27598016,-5.81808453318,26.0848280663,22.2104094142,2.833488,0.263424,0.235614,0.187081301706,0.14656606658,0.0676341514004,0.0479275721801,0.0342040945065
38.0987723829,-5.41180107996,24.4433218339,21.5182778812,5.4517008,1.65713,0.339885,0.116654529116,0.0737929185013,0.0677309827653,0.0479961897666,0.0342530642813
38.0742171884,-5.76388818681,26.7857240617,22.3174256221,3.6552096,0.152972,0.256899,-0.0533186837947,0.194272229873,0.0620465486002,0.0439680305732,0.0313783195055
38.2267803374,-5.40006553934,26.198342893,22.3020653338,5.2749312,0.713485,0.619617,0.935595456465,0.343539399684,0.0657644707631,0.0466026608469,0.0332585554277
36.2920262064,-5.90949715454,20.9138492063,20.2548414646,5.3239536,2.65967,0.489883,0.807633572568,0.605109558201,0.0806654668906,0.0571619500917,0.0407943205587
37.3643533739,-5.22272711654,26.1400017432,22.1002599907,4.508952,0.251421,0.651688,0.432989931423,0.10329888591,0.0777809835734,0.0551179193835,0.039335573196
34.9124935672,-6.33773335619,25.2208259476,20.6935456931,8.1901008,1.19146,0.413593,1.12191835171,0.605146012506,0.0753165490272,0.0533715477332,0.0380892538384
34.8603343061,-6.923755076,25.3283105468,21.9213289474,2.923536,0.512841,0.395401,0.442496014614,0.683676501838,0.0668037156805,0.0473391007189,0.0337841246946
35.0716412898,-6.41928356248,23.1530990914,20.7545409919,4.5060288,1.93167,0.0409085,0.891550946785,0.65098006532,0.0765710473596,0.0542605225799,0.0387236815444
35.0037608673,-6.75020152606,22.9283732697,20.7537627255,7.9596048,2.26643,0.546994,1.06537568431,0.698718754928,0.0739214253644,0.0523829215929,0.0373837087754
36.011762456,-6.49062751898,24.4654922114,21.814319798,4.08954,1.40739,0.403487,1.13539170464,0.475858897422,0.0859441015787,0.0609025477009,0.0434638435142
35.3334845754,-5.43924142685,26.5607416341,20.334440507,8.5054368,0.293988,0.241104,0.647168521732,0.543268493403,0.0702832114611,0.0498047749636,0.0355437830928
35.5233603509,-6.16064219428,23.0966100196,21.1872135734,4.439736,1.70065,0.579007,0.874101084976,0.651361722734,0.0786756802026,0.0557519280371,0.0397880411788
35.9044912721,-5.16356719318,25.3774447531,22.4894879985,3.4696872,1.20344,0.263944,0.248688127835,0.0536254669134,0.0726494959478,0.0514815945612,0.0367404657824
34.6177379013,-6.51684950881,25.4385866633,20.4794976408,7.0242312,0.236097,0.66897,0.787513130997,0.488178707032,0.075912201387,0.0537936447193,0.0383904884837
33.3857334072,-5.49927184196,25.3273300168,20.9648132158,4.9588896,0.895561,0.136696,0.743412107768,0.546972098261,0.065255722598,0.046242146759,0.0330012701663
32.709771462,-5.17862062342,25.6565179671,19.799396833,10.5959448,0.607856,0.503537,0.847368626481,0.688046010585,0.0559868378163,0.0396739392011,0.0283137889977
32.6985843559,-5.17569324218,24.6999617181,21.8407164775,4.4750328,1.33277,0.467137,0.514645394024,0.488850476087,0.0558864988035,0.0396028359909,0.0282630453275
33.1964400927,-6.26688501534,24.604125698,21.3007717945,6.1686744,1.49278,0.448094,0.96091575408,0.456465009263,0.0631063462824,0.0447190347458,0.0319142827627
31.0003523327,-6.65932651944,16.8976899871,21.3908509428,4.3776936,5.0,0.478782,1.04557136556,0.34667550752,0.0610350453567,0.0432512492769,0.03086677982
31.4303217911,-6.23482508461,25.4893524769,20.9399178756,6.3242424,0.8799,0.384229,0.730974492155,0.562771979638,0.0643225796909,0.0455808939288,0.0325293590456
31.8133812303,-6.56111182391,17.9441914817,22.4712757877,5.400192,5.0,0.668012,0.429941105869,0.0578202591148,0.0593388656535,0.0420492858683,0.0300089840221
31.1163680398,-6.3323437141,15.4885013023,18.9971586945,6.116544,5.0,0.338851,0.826175071054,0.57481143273,0.0652915122193,0.0462675083496,0.0330193697737
32.2171166111,-6.01223226363,25.2263789675,21.7067267264,3.2766888,0.957522,0.0,1.00050118026,0.44142405142,0.0634703341836,0.0449769674032,0.0320983595392
31.6613545313,-5.33757483606,26.090991309,21.6917973454,3.84426,0.475667,0.166221,0.937468825045,0.617749467324,0.0654250272476,0.0463621210715,0.0330868912929
31.869272148,-5.89031072837,18.9361074071,18.8319797508,3.4824552,2.84325,0.0,0.918772095175,0.692336011103,0.0678928956559,0.0481109260587,0.0343349472309
31.8651100398,-5.89522639187,15.1795058681,19.167743884,4.5879288,5.0,0.24448,1.15555305934,0.837415977155,0.0680033552805,0.0481892010355,0.0343908091196
29.9685613942,-5.9959851063,23.3674855155,21.8525763472,3.2883816,1.80706,0.35826,0.882313623092,0.632567273855,0.0745923918649,0.0528583884202,0.0377230314566
29.595733164,-5.97964005297,14.2782882542,19.337269963,2.7110664,5.0,0.192948,1.30343050138,0.949343947808,0.0810526797064,0.0574363406147,0.040990142691
30.135513376,-6.67551728127,23.3953234467,20.9426270456,4.5395448,1.69508,0.342176,0.975466188846,0.547296338426,0.0689320974355,0.0488473353618,0.034860494682
30.7280020251,-6.01620174338,25.2215259773,21.9811110453,3.288432,0.87199,0.325959,0.757878029171,0.65917016373,0.0628716096619,0.0445526933917,0.0317955712333
29.2540991761,-5.65167722551,26.4343445449,20.9818782203,6.7418736,0.392403,0.34876,0.965511659253,0.585466748217,0.0795410459094,0.0563651519265,0.040225675862
29.5952387677,-5.76158294615,16.9021228491,22.4353732786,3.4131216,5.0,0.671019,0.84779230797,0.657222835952,0.0751998011908,0.0532888167424,0.0380302118611
30.1357906458,-5.29374652159,24.4791701117,20.1582118059,4.6546416,0.381879,0.523435,0.856934014655,0.607096385751,0.0736702743844,0.0522049485353,0.0372566961393
29.5960322137,-5.3661689497,14.5485499067,18.1192323251,5.0850072,5.0,0.0965203,1.26567206259,0.878194615561,0.0636276157163,0.0450884217773,0.0321779003081
137.01209423,4.23314783802,26.4751233299,22.3979716656,3.3337752,0.171054,0.372105,1.21198135144,1.22843961017,0.102250538641,0.0724577742118,0.0517103713821
137.163974773,4.66037390495,17.4270415396,18.6319887873,3.6574776,3.48527,0.111038,1.00696649375,0.686840795663,0.11304614996,0.0801078656228,0.0571699521141
137.370713731,4.70758260612,26.5304477005,21.690327943,6.7596312,0.313668,0.65897,0.912698011215,0.641505222159,0.112723027065,0.0798788911244,0.0570065416798
135.161116444,4.38859002801,25.3012680204,20.9869888103,8.1304608,1.15779,0.536859,1.00330339209,0.834201089846,0.0894424405326,0.0633815747789,0.0452330313241
140.888278992,2.53322503665,21.4112576984,20.8813443667,8.1798528,3.11007,0.561824,0.986713641428,0.649751939294,0.126808528056,0.0898602962498,0.0641298927841
141.06836701,3.32497018558,24.4000845865,20.7879013688,7.1891064,1.54567,0.409267,1.15977431741,1.0776786853,0.108623198882,0.0769736308815,0.0549331673903
140.830274562,3.36437937848,24.8316341197,21.2697620462,4.0412736,0.919972,0.354739,0.894737501741,0.684965879528,0.123497960307,0.0875143294347,0.0624556650483
140.346990592,3.55291343021,25.9664166285,21.5775855303,7.6760544,0.920006,0.616909,1.10002050901,0.630430103096,0.130845162273,0.0927207753691,0.0661713084803
139.873798347,2.9826939568,25.1427288662,21.6332832925,4.9053648,0.879222,0.607667,1.14818887738,0.771380951918,0.102188727772,0.0724139731904,0.0516791122507
138.65828733,3.45919964466,19.3963038047,21.1778062681,7.5129768,4.1643,0.558074,1.10744967727,0.792178367675,0.112030353672,0.0793880421472,0.0566562413403
137.961951044,3.03360722141,26.5988376616,20.6000071436,9.8945952,0.675904,0.288625,0.187227530574,0.169832739385,0.174724252053,0.123814804038,0.0883619400269
138.225308169,2.9344526753,25.864539853,21.2831277164,4.3248576,0.669255,0.0,0.482709074375,0.513746195975,0.102823642447,0.0728638926218,0.0520002027223
137.798283708,3.16282304853,26.3562828208,20.5951159942,9.4663128,0.463371,0.524858,0.153490016045,0.429730470139,0.182431218323,0.129276189662,0.0922595242679
138.030976911,3.01532862421,17.4535102956,21.3012227922,5.9293248,5.0,0.485152,0.325742895118,0.220337498066,0.140828174219,0.0997950346847,0.0712199396375
136.075205371,2.90145208916,22.6124870188,20.1030890641,3.1014312,1.01828,0.516262,0.53379633049,0.425733766432,0.116738880262,0.0827246441945,0.059037447952
136.064688749,3.66816989112,26.4864703939,22.0560875748,4.637892,0.303636,0.507721,0.960766391024,0.745334624572,0.0980291820493,0.0694663953217,0.0495755374731
136.059542105,3.87055734462,26.8523937015,22.5546173315,4.5865848,0.325853,0.545449,0.708581042647,0.614220479324,0.113129874153,0.0801671950773,0.0572122933005
137.185543394,3.38049456411,23.3610083776,22.8311894619,3.3517008,2.45439,0.212475,0.71426830256,0.776325938348,0.116828333063,0.0827880331106,0.0590826862225
134.844811413,3.30337935968,26.3471116733,21.5692992297,5.8706256,0.586406,0.418153,1.03662953977,0.544878851501,0.165555609516,0.117317631117,0.0837251535908
134.937694416,3.85874591822,21.9368647722,20.2473159861,2.8378896,1.43635,0.463682,0.57126488084,0.463513682939,0.120781384314,0.085589282853,0.061081832154
135.208045132,4.06047019981,25.6063892465,21.4581577328,4.2356496,0.738627,0.228963,0.632109279553,0.507641005388,0.107460112071,0.0761494329587,0.0543449685236
135.403850284,3.11581891258,23.9657746417,21.3781999795,4.1337576,1.09615,0.669102,0.729614445503,0.554295650918,0.151172154109,0.107125086627,0.076451120312
135.202464371,3.43486235558,24.0811331338,19.238172954,6.041952,0.618408,0.391519,1.10166410652,0.750550049284,0.151320656006,0.10723031949,0.076526221024
135.44252473,3.80275338312,26.3147754549,21.5118493374,4.2604632,0.284495,0.191233,1.24409620807,0.853892854089,0.13816943868,0.0979109755692,0.0698753579466
135.927156155,3.10599461107,25.4670329617,20.7174475022,5.7018528,0.77664,0.218077,0.852315619585,0.768552089096,0.136272663642,0.0965668643376,0.0689161166268
139.674008332,2.03190421338,25.3148289143,20.7089876558,6.1529664,0.740754,0.441391,1.01581717175,0.724057543228,0.084970055289,0.0602123095166,0.0429712466432
140.22327523,1.77011770527,21.2040878757,21.258063946,2.941092,2.39544,0.462871,0.37609020036,0.268015525646,0.0834210161308,0.0591146142764,0.0421878630912
140.241172045,2.52762422983,26.2066775134,21.2028858768,6.913368,0.214572,0.648943,0.816279716069,0.626893391361,0.116597559967,0.082624500428,0.0589659791357
137.451748446,1.80668346218,23.3841540666,20.7866015462,7.1717688,2.03896,0.450533,0.935850307153,0.682493705493,0.0721707017605,0.0511423067532,0.0364983289138
137.420379348,2.05596398997,25.5733007111,21.7129978751,5.2300248,0.657381,0.65373,0.864189832879,0.502812875154,0.0913592045223,0.0647398507765,0.0462023815014
136.374683771,2.33682082477,23.9932047833,22.6407304815,3.0589272,1.67581,0.491279,1.10562099227,0.477997424634,0.111576616679,0.0790665106129,0.0564267764522
137.06870932,2.17114687238,26.1553673385,22.5074599523,3.3640824,0.914751,0.0,0.678725351022,0.452410483405,0.138026709913,0.0978098337179,0.0698031768349
134.563010847,1.95748208702,20.6402586577,19.7509165662,3.5218176,2.34919,0.178249,0.883358739728,0.507827804258,0.116401605857,0.0824856415153,0.0588668807846
135.84173582,2.32032146122,15.2085578313,19.5637943884,3.7572864,5.0,0.196601,0.937202984832,0.636449072226,0.121056126207,0.0857839731331,0.061220775239
135.455604968,2.82405436288,17.420904958,20.8653898461,6.1800816,5.0,0.312944,0.84703613045,0.586252922687,0.145504951637,0.103109138324,0.0735850899868
135.00867625,2.38412924484,25.0498090009,21.9584042583,4.9867944,1.23515,0.547457,0.544664454731,0.732132203431,0.118418568941,0.0839149215723,0.059886903872
135.003917748,2.41157473633,24.188405985,22.1919903989,2.9099112,1.53229,0.204212,0.437054990826,0.434398301284,0.119968483718,0.0850132373022,0.060670730244
134.284776768,2.79746991899,25.4799802886,22.1113049637,2.5138008,0.669379,0.0311393,0.914956884085,0.653786998376,0.117406657637,0.0831978511125,0.0593751578215
131.712981193,1.82160523414,26.6263729777,21.6530275486,5.7712368,0.177657,0.520193,1.11776833358,0.811403659916,0.115156478515,0.0816033072313,0.058237192197
131.932578819,1.94219033142,24.9756613552,22.4774015861,5.3940432,1.46502,0.671886,0.940521340287,0.618493120958,0.102592474426,0.0727000800838,0.0518832959132
132.087537637,2.27655301795,25.2168499056,22.1813920429,2.893884,0.572536,0.527456,0.615954068464,0.374463900102,0.0887216031803,0.0628707679821,0.044868487844
132.267836986,2.02336689102,25.2594732018,21.4658875956,8.7147648,1.3942,0.632006,0.398406470528,-0.0022924919116,0.0866348225347,0.0613920131231,0.0438131564628
131.784592917,2.52564804932,25.9243042126,22.1623881407,3.12228,0.597059,0.181641,0.723437852216,0.70735683716,0.126062766023,0.0893318270828,0.0637527443389
132.130893669,2.30734186109,17.9181252292,21.9308050556,5.8540944,5.0,0.546285,0.910096550755,0.298139421542,0.0856377418124,0.0606854520545,0.0433089105671
132.647270863,2.75190364052,21.7800375524,21.6382558247,4.1175456,3.00685,0.0,0.987660164134,0.802343231401,0.0848362716449,0.0601175064455,0.0429035892791
129.052737901,1.9173503127,25.2641415504,20.098571049,5.1095184,0.512916,0.0,0.56245926376,0.552347934783,0.123743588153,0.0876883886357,0.0625798845131
224.515843892,1.49061311345,24.4069979242,20.9704555921,5.9471496,1.06022,0.669928,1.37699566002,0.944298521214,0.128621991819,0.0911453706335,0.0650470017398
129.184779272,2.64371769444,24.921705708,21.4791057868,3.7947336,1.12634,0.0943357,1.2075246644,0.961125749882,0.0910359154089,0.0645107584912,0.046038887007
224.82201868,0.854461857064,22.6828497834,20.0998504273,4.9536816,1.88803,0.128796,0.53689489801,0.318691183088,0.142156103493,0.100736044881,0.0718915030035
224.941415801,1.24562505922,25.8233308514,21.0331397541,5.0197728,0.500801,0.277552,0.575242726241,0.508503440662,0.137532242959,0.0974594397213,0.0695531138998
224.997553316,1.16476433192,15.8715349064,19.6498569648,4.392612,5.0,0.0,0.980575033259,0.644014931778,0.130669127544,0.0925960319221,0.0660822838029
225.193763995,1.55111692078,22.3136283773,18.3486515733,4.4343768,0.972366,0.158054,0.84119860798,0.585280229478,0.148046007638,0.104909806216,0.0748701585176
225.620655378,1.44746025286,24.6978261594,20.7328020057,4.39614,0.875703,0.260757,0.571423348972,0.427977546656,0.143987719258,0.102033982314,0.0728177918302
225.157356314,0.821828160167,23.3070150816,21.8992256603,6.5110416,2.4571,0.529231,0.835025366101,0.438846889931,0.136472021556,0.0967081352874,0.0690169363574
221.865164764,0.807288539861,26.0521775475,20.7080204995,7.0145544,0.327751,0.489632,1.09545334711,0.660958034493,0.138602864531,0.0982181140239,0.0700945510385
220.724236118,1.36819320129,22.0765094622,19.2849609625,4.0352424,1.3758,0.338609,0.446072156178,0.317606085254,0.105298930623,0.0746179554767,0.0532520110015
219.540424781,1.09737135265,19.2459719873,18.7194939213,4.721388,2.96301,0.0,0.529663386096,0.300635379503,0.11019983893,0.0780908849329,0.0557305093258
218.196781645,1.53161113644,22.3971068541,20.4460872234,7.4497584,2.09698,0.688867,0.698547010532,0.408040247064,0.121052138368,0.0857811472321,0.0612187585004
218.665236974,0.929020442957,23.4454485991,22.3140220929,5.5794984,2.33062,0.604247,0.979868808988,0.848394532027,0.119400854573,0.0846109983996,0.0603836675615
216.819322546,1.04247499521,25.2391716907,23.3209438831,2.711268,1.03354,0.623896,0.0057394239549,0.121416085192,0.0824930468166,0.0584570276081,0.0417185683715
217.121279534,1.19824196587,15.7470063959,19.883598771,4.4626512,5.0,0.303451,1.2161766897,0.768710776252,0.0830252282677,0.0588341472197,0.0419877043668
217.324930607,0.738652278482,16.8835491386,18.4196181683,5.613552,3.99728,0.27518,0.445359114198,0.234603778167,0.101035570046,0.0715968113135,0.0510959347436
216.967319092,1.70848458184,21.4501388234,19.1526102695,3.6322776,1.58351,0.264591,0.706590049998,0.450439185008,0.0843282266071,0.0597574906146,0.0426466596049
217.244722516,1.75103803426,25.4655769425,21.5799994038,3.4912584,0.280672,0.484229,1.19937761772,1.14046512274,0.0935476298371,0.0662906340727,0.0473091168524
211.82184052,1.32935317381,25.6785331487,21.2198248196,8.0738616,0.87182,0.656673,1.02930699855,0.838644316062,0.0989682899897,0.070131875152,0.0500504652438
210.080124521,1.39631873307,24.9094640886,21.5989253464,4.984644,1.2257,0.454254,0.70627114296,0.44311948793,0.0990291559576,0.070175006588,0.0500812465174
181.443213337,1.20279203525,22.103633716,21.4728572525,7.0332192,2.81738,0.620201,0.527546728557,0.432457352844,0.0593799047473,0.0420783673913,0.0300297384045
181.970812111,1.53349227572,25.5526242462,21.8544529494,3.7179744,0.816279,0.260102,0.385989212474,0.403954560725,0.0747559007736,0.0529742556982,0.037805721548
182.308533859,0.757234960938,21.6681944277,22.2813238108,5.0045352,3.01371,0.657967,1.22309722396,0.703560254926,0.0770119252357,0.0545729417615,0.0389466432912
182.155459545,1.44871914529,24.1550518899,20.3809390865,5.45622,1.32852,0.173367,0.243834813829,0.240305811623,0.0841776298439,0.059650773267,0.0425704994726
181.54063215,1.59586639491,25.46964715,21.4111364161,3.4859328,0.705446,0.0,0.445115630547,0.393352098619,0.0595727841722,0.042215047491,0.0301272818192
182.058224486,1.46221182171,15.6326157392,21.2252313293,2.6246472,5.0,0.473272,0.441258047044,0.204883169889,0.0814544308187,0.0577210334072,0.0411933171632
181.030941728,1.583356746,22.4487313513,17.381315656,7.8724968,0.913308,0.326468,0.889967852821,0.601566341275,0.0583052194055,0.0413168133801,0.0294862461268
181.370773483,1.68325084895,23.8402665616,19.6030641478,5.81784,1.19547,0.104538,0.88754244738,0.548133170315,0.0546911343687,0.0387557651836,0.0276585229486
180.344809239,1.26611042427,21.7747212405,20.1527482188,2.720004,1.57258,0.309085,0.358441475508,0.253772526494,0.0589163462596,0.0417498760535,0.0297953065681
180.303338363,0.949578442167,23.1231496398,20.3323471221,8.5602888,2.31606,0.24485,0.851241410372,0.602476114044,0.0540035819052,0.0382685450495,0.0273108123771
175.614447902,1.26684394219,18.7411597079,19.3503525685,3.9732168,3.29486,0.0845194,0.564804952166,0.408651458398,0.0597151069441,0.0423159016421,0.0301992576101
176.004526607,0.410108455081,24.2945577468,20.7770514074,3.784116,0.95802,0.251113,0.671472205816,0.459633218899,0.0778909464535,0.0551958423523,0.0393911838699
141.279692281,1.66873239637,23.1893805302,19.4827400149,3.2728752,0.667526,0.221708,0.495942039581,0.441211492226,0.145775349739,0.103300750465,0.0737218363204
140.027815946,1.06931868325,24.6336101102,21.1360561673,5.0815296,1.15544,0.443301,0.724580382053,0.675405600851,0.0764117430676,0.0541476348184,0.0386431178211
140.793371978,1.45326335399,21.9155978206,18.2246417382,5.1310392,1.40782,0.0119378,0.508725217029,0.413408251348,0.105147730922,0.0745108108702,0.0531755459506
140.738387104,1.25596051232,18.0492832138,22.1881275726,6.7591272,5.0,0.696991,0.32574719847,0.172056564755,0.0903140806422,0.0639992448968,0.0456738391123
135.560976275,1.42902983065,26.0362331004,21.9002503956,4.4719248,0.832765,0.215678,1.05688186295,0.533342167294,0.152044050016,0.10774293801,0.0768920574626
135.546633318,1.50815065057,25.7969880957,22.0677009074,3.1849608,0.274098,0.466213,0.5959385403,0.430697493489,0.142136799186,0.100722365275,0.0718817403861
133.652940875,1.21002708758,25.0575371626,21.5593809966,7.3101,1.36982,0.61747,0.871873371443,0.668509509191,0.138045998824,0.0978235024147,0.0698129316665
135.731534375,1.40067433353,25.4810800154,21.6013547143,4.1952456,0.888773,0.234674,1.04564178459,0.687284518873,0.142524022377,0.10099676315,0.0720775677656
134.308370212,0.943106234973,26.2782690171,21.1563842512,6.0658416,0.342063,0.436226,0.739227174004,0.585304699236,0.132808532833,0.0941120781693,0.0671642286367
132.307495848,0.905863400939,15.1910921749,18.9940622584,5.2254384,5.0,0.309218,0.660530027328,0.478046355259,0.0953656911756,0.0675789664347,0.0482285509038
132.195883493,0.9893787764,19.8717573472,19.6626028217,5.4220992,3.27133,0.0,1.05094786775,0.612828482764,0.100301868506,0.0710768885702,0.0507248855575
132.390809907,1.39900840513,26.3394656089,21.8174297989,4.093572,0.365314,0.270992,1.08918065463,0.923124160782,0.105891338309,0.0750377531909,0.0535516047434
134.232027451,1.73641020269,25.4034787834,21.7709531581,3.9310656,0.585131,0.548852,1.08042868899,0.716788693237,0.118585447665,0.0840331768017,0.059971298154
131.750591419,1.06732831128,26.1695687781,20.9786422409,7.7190624,0.614198,0.489236,0.776874052108,0.485438074524,0.0945236173192,0.0669822478436,0.0478026954274
130.860371525,1.7582282337,26.7570662348,21.5014437898,4.6639152,0.25459,0.0,0.798109075039,0.73209580529,0.157578622732,0.111664900922,0.0796910139707
130.755320244,0.74880622779,23.8841296224,22.0714432549,5.685792,2.28148,0.346501,0.0882573357605,0.343822069743,0.0884744370998,0.0626956187428,0.0447434904603
130.756251433,0.748486390967,24.9683910461,22.1671303627,5.690244,1.67415,0.44329,0.0803015550745,0.382893932908,0.0883615046184,0.0626155914261,0.0446863779929
130.574593786,0.855060545034,25.8693216393,20.6415132058,7.9775808,0.75499,0.398585,0.790446743167,0.68937691064,0.116035753185,0.0822263874252,0.0586818609516
129.459764325,1.00441746963,22.0002016449,20.2672066712,6.7634448,2.70116,0.0833112,1.13227119838,0.598331966379,0.137211496698,0.0972321493766,0.0693909053823
128.974790994,1.72710285171,22.4594989122,21.6111753745,3.3690552,2.1526,0.391757,1.13923557261,0.600764644975,0.130164353977,0.0922383343525,0.0658270085842
128.132588381,0.534307248228,23.3543138136,19.6022114589,2.8711032,0.628442,0.0,0.396782792124,0.278523481255,0.113753001163,0.0806087614182,0.0575274224875
225.26642121,0.49811312186,25.5814824544,21.4862317563,5.5160616,0.985945,0.373478,1.03645481675,0.718224888556,0.14620475896,0.103605042616,0.0739389981133
224.849240942,0.158159104959,25.5406740832,22.4531104109,3.7695,1.03262,0.429583,0.167764588362,0.462367996727,0.148511370711,0.105239576338,0.0751055029733
222.992105474,-0.240189091529,21.990157398,19.162370384,3.3183192,1.36909,0.0,0.47436557088,0.330714101848,0.139797248488,0.0990644900359,0.0706985775682
222.973953813,-0.42349335179,22.4991048353,21.1184183384,7.1344392,2.37993,0.667256,0.761362714084,0.249290055041,0.145046372367,0.102784175408,0.0733531762514
222.503354028,0.548390060536,26.3992972684,21.9025235575,4.7053776,0.176296,0.534951,0.999030723971,0.807919448034,0.126002982725,0.0892894628592,0.0637225105957
222.32020447,0.417564553682,25.0975515048,22.7468386289,4.2952728,1.4252,0.577558,0.36728259146,-0.0681592863675,0.122068642067,0.0865014719995,0.0617328270272
221.685524875,-0.0933570708127,25.7375955063,19.052879023,10.4026944,0.350407,0.184808,0.931353104487,0.643080057863,0.109312473918,0.0774620716814,0.0552817491048
220.119386191,-0.374242927579,22.8336137266,18.666685536,4.0981416,0.859549,0.0,0.611742712944,0.433623609354,0.109239153491,0.0774101146455,0.0552446693345
220.280578999,-0.347364618738,16.3620861783,20.1340483267,7.5330192,5.0,0.65798,0.364519040604,0.241492011613,0.108469842405,0.0768649579181,0.0548556116089
220.276855163,-0.337367916948,24.6902609132,22.1133777461,3.3954648,1.24941,0.377955,0.329658408953,-0.0975471757294,0.108605668364,0.0769612082346,0.0549243018174
220.543886275,0.442633622638,26.0803071207,22.3015605553,4.539948,0.3799,0.696601,0.70912230852,0.617160505846,0.13361082886,0.0946806090064,0.0675699675799
219.355042596,-0.0858818519738,25.9754178807,22.2174200302,3.672816,0.510119,0.472478,0.725394139859,0.588391800673,0.119837710621,0.0849205675942,0.0606045953804
218.775461772,0.0674536985879,24.8284998461,22.0508628666,5.4823776,1.36707,0.65136,0.356230183729,0.421709904801,0.108836613257,0.0771248626575,0.0550410957857
217.428177251,0.0848820385902,25.8340589743,21.5749056828,5.2837848,1.132,0.0,0.462730848243,0.332602535136,0.111899466386,0.0792952915218,0.056590048729
218.96222063,0.0221430198599,18.0747304993,21.0990356608,7.2175992,5.0,0.258234,0.414961712036,0.317600331799,0.11200298532,0.079368648119,0.0566424005563
217.907548304,-0.0130539765336,26.8177850416,23.4299934109,2.7925128,0.01,0.537676,0.170372842012,0.0682981999703,0.114118207585,0.0808675575553,0.0577121154967
218.064984582,0.613854474267,26.7834630214,22.6765195582,3.5960904,0.0518947,0.459286,1.18396410339,0.919145124829,0.100738654819,0.0713864083482,0.0509457781097
217.310942977,0.569636002522,25.1262247102,21.5714080074,5.7314376,1.43803,0.265115,0.807585762799,0.277568194985,0.110659328948,0.0784164932326,0.055962883647
217.410560459,-0.00646083183861,18.1221711453,21.537462734,6.1504464,5.0,0.287402,0.589112980506,0.0600661014238,0.120797103884,0.0856004222078,0.0610897818899
217.428774551,0.0841567481917,26.9900237445,21.3215639488,5.6829192,0.188941,0.0559038,0.645389389648,0.459078471347,0.111898586709,0.0792946681564,0.0565896038567
216.359985539,-0.0319785476524,26.5259374625,21.1536443615,8.9230512,0.511157,0.604193,0.724477999232,0.363605681459,0.0965052999961,0.0683865271547,0.0488048764286
216.388180263,-0.0186369791548,25.593320861,22.8846218165,3.0164736,1.32027,0.0,0.107471401316,0.0736467561704,0.0966484106568,0.0684879396272,0.0488772506724
216.391051362,-0.0175898485842,23.7587548177,23.5979690022,2.988972,2.27115,0.493027,0.170123128938,0.077203207044,0.0966350861198,0.0684784974638,0.0488705121577
216.866384813,0.195142935443,16.4212390231,21.9144299877,3.6310176,5.0,0.698393,1.10524065997,0.847926555925,0.0914236593866,0.0647855254113,0.0462349777597
216.389292393,-0.0188016460307,27.8025655537,22.006104516,8.0318952,0.0870905,0.485309,0.227820182169,0.17292702029,0.0966372275655,0.0684800149559,0.0488715951344
215.307585833,-0.439409671771,15.1707501393,20.8345502673,2.710344,5.0,0.5374,0.760510248611,0.561569679677,0.122059014989,0.0864946499657,0.0617279583998
214.293592801,-0.0835900761872,25.2951355091,21.340727109,3.3844104,0.731478,0.0,0.672777459618,0.361909498021,0.100567420477,0.0712650665982,0.0508591810948
213.718616223,0.324432974848,17.0556540275,21.9802661492,4.1321784,5.0,0.606838,1.2617370953,0.711358978964,0.112246270062,0.0795410469257,0.0567654350605
213.303883298,0.30894691105,16.6055747233,22.8215275255,2.5622352,5.0,0.688717,1.1328192052,0.813646212387,0.108130696676,0.0766246291632,0.0546840980715
213.374327223,0.382872495949,25.6269730095,21.8487713398,4.595808,1.23332,0.0,0.203694396593,0.165065412887,0.110139975631,0.0780484640179,0.0557002351241
